"9349","University of the Incarnate Word","uiw","4301 Broadway","San Antonio","TX","78209"
"9350","American Jewish University","uj","15600 Mulholland Dr","Los Angeles","CA","90077"
"9351","Lexington Community College","uky","Cooper Dr","Lexington","KY","40506"
"9352","University of Louisiana at Monroe","ulm","700 University Avenue","Monroe","LA","71209"
"9353","Cardiac & Vascular Institute of Ultrasound","ultrasound","2936 North McVay Drive","Mobile","AL","36606"
"9354","University of La Verne","ulv","1950 Third St","La Verne","CA","91750"
"9355","University of Maine at Augusta","uma","46 University Dr","Augusta","ME","4330"
"9356","University of Maine","umaine","5703 Alumni Hall, Suite 200","Orono","ME","4469"
"9357","University of Mary","umary","7500 University Dr","Bismarck","ND","58504"
"9358","University of Maryland - Baltimore","umaryland","522 West Lombard Street","Baltimore","MD","21201"
"9359","University of Massachusetts Amherst","umass","181 Presidents Drive","Amherst","MA","1003"
"9360","University of Massachusetts - Dartmouth","umassd","285 Old Westport Rd","North Dartmouth","MA","2747"
"9361","University of Massachusetts - Worcester","umassmed","55 Lake Avenue North","Worcester","MA","1655"
"9362","University of Massachusetts - Boston","umb","100 Morrissey Blvd","Boston","MA","2125"
"9363","University of Maryland - Baltimore County","umbc","1000 Hilltop Circle","Baltimore","MD","21250"
"9364","University of Mississippi Medical Center","umc","2500 North State Street","Jackson","MS","39216"
"9365","University of Maryland - College Park","umd","Main Administration Building","College Park","MD","20742"
"9366","University of Medicine and Dentistry of New Jersey","umdnj","65 Bergen Street","Newark","NJ","7101"
"9367","University of Maryland - Eastern Shore","umes","11868 Academic Oval","Princess Anne","MD","21853"
"9368","University of Maine at Farmington","umf","224 Main St","Farmington","ME","4938"
"9369","University of Maine at Fort Kent","umfk","23 University Drive","Fort Kent","ME","4743"
"9370","University of Michigan - Flint","umflint","303 E Kearsley","Flint","MI","48502"
"9371","University of Mary Hardin-Baylor","umhb","900 College St","Belton","TX","76513"
"9372","University of Montana - Helena College of Technology","umhelena","1115 N Roberts Street","Helena","MT","59601"
"9373","University of Michigan - Ann Arbor","umich","2074 Fleming Administration Building","Ann Arbor","MI","48109"
"9374","University of Missouri - Kansas City","umkc","5100 Rockhill Rd","Kansas City","MO","64110"
"9375","University of Massachusetts - Lowell","UML","1 University Ave","Lowell","MA","1854"
"9376","University of Maine at Machias","umm","9 O'Brien Ave","Machias","ME","4654"
"9377","University of Minnesota - Twin Cities","umn","202 Morrill Hall, 100 Church Street SE","Minneapolis","MN","55455"
"9378","University of Mobile","umobile","5735 College Parkway Drive","Mobile","AL","36663"
"9379","University of Maine at Presque Isle","umpi","181 Main St","Presque Isle","ME","4769"
"9380","Umpqua Community College","umpqua","1140 College Rd.","Roseburg","OR","97470"
"9381","University of Missouri - St Louis","umsl","One University Boulevard","Saint Louis","MO","63121"
"9382","The University of Montana","umt","32 Campus Drive","Missoula","MT","59812"
"9383","University of Management and Technology","umtweb","1901 North Fort Myer Drive, Suite 700","Arlington","VA","22209"
"9384","University of Maryland - University College","umuc","3501 University Blvd East","Adelphi","MD","20783"
"9385","University of Mary Washington","umw","1301 College Ave","Fredericksburg","VA","22401"
"9386","The University of Montana - Western","umwestern","710 S Atlantic","Dillon","MT","59725"
"9387","University of North Alabama","una","One Harrison Plaza","Florence","AL","35632"
"9388","University of North Carolina at Chapel Hill","unc","103 South Bldg Campus Box 9100","Chapel Hill","NC","27599"
"9389","University of North Carolina at Asheville","unca","One University Hts","Asheville","NC","28804"
"9390","University of North Carolina at Charlotte","uncc","9201 University City Blvd","Charlotte","NC","28223"
"9391","Fayetteville State University","uncfsu","1200 Murchison Rd","Fayetteville","NC","28301"
"9392","University of North Carolina at Greensboro","uncg","1000 Spring Garden St","Greensboro","NC","27402"
"9393","University of Northern Colorado","unco","501 20th St.","Greeley","CO","80639"
"9394","University of North Carolina at Pembroke","uncp","One University Drive","Pembroke","NC","28372"
"9395","North Carolina School of the Arts","uncsa","1533 South Main St.","Winston-Salem","NC","27117"
"9396","University of North Carolina - Wilmington","uncw","601 South College Road","Wilmington","NC","28403"
"9397","University of North Dakota","und","264 Centennial Drive Stop 8193","Grand Forks","ND","58202"
"9398","University of New England","UNE","11 Hills Beach Rd","Biddeford","ME","4005"
"9399","University of North Florida","unf","1 UNF Drive","Jacksonville","FL","32224"
"9400","University of New Hampshire","unh","Thompson Hall, 105 Main Street","Durham","NH","3824"
"9401","University of Northern Iowa","uni","1222 W 27th St","Cedar Falls","IA","50614"
"9402","Unilatina International College","unilatina","3130 Commerce Parkway","Miramar","FL","33025"
"9403","Union College","union","807 Union Street","Schenectady","NY","12308"
"9404","Union Graduate College","uniongraduatecollege","80 Nott Terrace","Schenectady","NY","12308"
"9405","Union College","unionky","310 College St","Barbourville","KY","40906"
"9406","Unitech Training Academy - Lafayette","unitechtrainingacademy","3605 Ambassador Caffery Parkway","Lafayette","LA","70503"
"9407","United Theological Seminary","united","4501 Denlinger Rd.","Dayton","OH","45426"
"9408","United Medical Institute","unitedmedicalinstitute","5280 Auburn Boulevard","Sacramento","CA","95841"
"9409","United Theological Seminary of the Twin Cities","unitedseminary-mn","3000 Fifth St NW","New Brighton","MN","55112"
"9410","Unitek College - Fremont","unitekcollege","4670 Auto Mall Parkway","Fremont","CA","94538"
"9411","Unity College","unity","90 Quaker Hill Road","Unity","ME","4988"
"9412","University of Nebraska at Kearney","unk","905 W 25th St","Kearney","NE","68849"
"9413","University of Nebraska - Lincoln","unl","201 Canfield Administration Bldg. 14th & R Street","Lincoln","NE","68588"
"9414","University of Nevada - Las Vegas","unlv","Box 451002, 4505 S Maryland Pky","Las Vegas","NV","89154"
"9415","University of New Mexico-Main Campus","unm",,"Albuquerque","NM","87131"
"9416","University of Nebraska Medical Center","unmc","986605 Nebraska Medical Center","Omaha","NE","68198"
"9417","University of New Orleans","uno","2000 Lakeshore Drive","New Orleans","LA","70148"
"9418","University of Northwestern Ohio","unoh","1441 N Cable Rd","Lima","OH","45805"
"9419","University of Nebraska at Omaha","unomaha","6001 Dodge St","Omaha","NE","68182"
"9420","University of Nevada - Reno","unr","1664 North Virginia Street","Reno","NV","89557"
"9421","University of North Texas","unt","1155 Union Circle #311277","Denton","TX","76203"
"9422","University of Northern Virginia","unva","10021 Balls Ford Road","Manassas","VA","20109"
"9423","University of Atlanta","uofa","6685 Peachtree Industrial Boulevard","Atlanta","GA","30360"
"9424","University of Guam","uog","J.U. Torres Drive","Mangilao","GU","96923"
"9425","University of Oregon","uoregon","110 Johnson Hall","Eugene","OR","97403"
"9426","University of Portland","up","5000 N Willamette Blvd","Portland","OR","97203"
"9427","University of Pittsburgh - Bradford","upb","300 Campus Drive","Bradford","PA","16701"
"9428","University of Pennsylvania","upenn","3451 Walnut Street","Philadelphia","PA","19104"
"9429","University of Pittsburgh - Johnstown","upj","450 Schoolhouse Rd","Johnstown","PA","15904"
"9430","University of Pittsburgh Medical Center - Health System","upmc","200 Lothrop St","Pittsburgh","PA","15213"
"9431","University of Puerto Rico - Carolina","upr","Carretera 887 Bo San Anton","Carolina","PR","984"
"9432","University of Puerto Rico - Aguadilla","uprag","Belt St.","Ramey","PR","604"
"9433","University of Puerto Rico - Bayamon","uprb","Road 174 #170 Minillas Industrial Park","Bayamon","PR","959"
"9434","University of Puerto Rico - Humacao","uprh","Postal Station CUH, 100 Carr 908","Humacao","PR","791"
"9435","University of Puerto Rico - Mayaguez","uprm","Post St","Mayaguez","PR","681"
"9436","UPR - Ponce","uprp","P.O. Box 7186, Santiago De Los Caballeros Avenue","Ponce","PR","732"
"9437","University of Puerto Rico - Rio Piedras Campus","uprrp","Ponce de Leon Avenue","Rio Piedras","PR","931"
"9438","University of Philosophical Research","uprs","3910 Los Feliz Boulevard","Los Angeles","CA","90027"
"9439","University of Puget Sound","ups","1500 N Warner","Tacoma","WA","98416"
"9440","Union Presbyterian Seminary","upsem","3401 Brook Rd","Richmond","VA","23227"
"9441","Fred W Eberle Technical Center","upsh","Rte 5 Box 2","Buckhannon","WV","26201"
"9442","SUNY  Upstate Medical University","upstate","750 E Adams St","Syracuse","NY","13210"
"9443","University of Pittsburgh - Titusville","upt","504 E Main St","Titusville","PA","16354"
"9444","Urbana University","urbana","579 College Way","Urbana","OH","43078"
"9445","Urban College of Boston","urbancollege","178 Tremont St 7th Fl","Boston","MA","2111"
"9446","University of Rhode Island","uri","Green Hall, 35 Campus Avenue","Kingston","RI","2881"
"9447","Ursinus College","ursinus","601 E. Main St","Collegeville","PA","19426"
"9448","Ursuline College","ursuline","2550 Lander Rd","Pepper Pike","OH","44124"
"9449","University of St. Augustine for Health Sciences","usa","One University Boulevard","St. Augustine","FL","32086"
"9450","University of Science and Arts of Oklahoma","usao","1727 West Alabama","Chickasha","OK","73018"
"9451","University of Southern California","usc","University Park","Los Angeles","CA","90089"
"9452","University of South Carolina - Aiken","usca","471 University Pkwy","Aiken","SC","29801"
"9453","U.S. Career Institute","uscareerinstitute","2001 Lowe Street","Fort Collins","CO","80525"
"9454","University of Spa & Massage Therapy","uscart","2913 W. White Oaks Dr.","Springfield","IL","62704"
"9455","University of South Carolina - Beaufort","uscb","1 University Boulevard","Bluffton","SC","29909"
"9456","Utica School of Commerce","uscny","201 Bleecker St","Utica","NY","13501"
"9457","University of South Carolina - Upstate","uscupstate","800 University Way","Spartanburg","SC","29303"
"9458","University of South Dakota","USD","414 E Clark St","Vermillion","SD","57069"
"9459","Southwest Kansas Technical School","usd480","2215 N Kansas","Liberal","KS","67901"
"9460","University of South Florida","usf","4202 East Fowler Ave","Tampa","FL","33620"
"9461","University of San Francisco","usfca","2130 Fulton St","San Francisco","CA","94117"
"9462","University of Southern Indiana","usi","8600 University Blvd","Evansville","IN","47712"
"9463","University of Southern Maine","usm","96 Falmouth St","Portland","ME","4103"
"9464","United States Military Academy","usma","Institutional Research/Analysis Branch","West  Point","NY","10996"
"9465","University of Saint Mary of the Lake Mundelein Seminary","usml","1000 E Maple Ave","Mundelein","IL","60060"
"9466","United States Merchant Marine Academy","USMMA","Steamboat Rd","Kings Point","NY","11024"
"9467","Roseman University of Health Sciences","usn","11 Sunset  Way","Henderson","NV","89014"
"9468","United States Naval Academy","usna","121 Blake Road","Annapolis","MD","21402"
"9469","University of South Alabama","usouthal","307 N University Blvd","Mobile","AL","36688"
"9470","University of the Sciences","usp","600 S 43rd St","Philadelphia","PA","19104"
"9471","United States Sports Academy","ussa","One Academy Dr","Daphne","AL","36526"
"9472","Utah State University","usu","Old Main Hill","Logan","UT","84322"
"9473","Uniformed Services University of the Health Sciences","usuhs","4301 Jones Bridge Rd","Bethesda","MD","20814"
"9474","University of the Southwest","usw","6610 Lovington Hwy","Hobbs","NM","88240"
"9475","The University of Tampa","ut","401 W Kennedy Blvd","Tampa","FL","33606"
"9476","The University of Texas at Arlington","uta","701 S. Nedderman Dr.","Arlington","TX","76013"
"9477","Dale Carnegie Training of Utah","utah","180 South 300 West, Suite 315","Salt Lake City","UT","84101"
"9478","Broadview University - Layton","utahcollege","869 West Hillfield Road","Layton","UT","84041"
"9479","Texas Southmost College","utb","80 Fort Brown","Brownsville","TX","78520"
"9480","The University of Tennessee - Chattanooga","utc","615 McCallie Ave","Chattanooga","TN","37403"
"9481","The University of Texas at Dallas","utdallas","800 West Campbell  Rd","Richardson","TX","75080"
"9482","The University of Texas at El Paso","utep","500 W. University Ave","El Paso","TX","79968"
"9483","University of Texas at Austin","utexas","1 University Station","Austin","TX","78712"
"9484","The University of Texas Health Science Center at Houston","uthouston","7000 Fannin, Suite 1700","Houston","TX","77030"
"9485","The University of Texas Health Science - San Antonio","uthscsa","7703 Floyd Curl Dr","San Antonio","TX","78229"
"9486","Utica College","utica","1600 Burrstone Rd","Utica","NY","13502"
"9487","NASCAR Technical Institute","uticorp","220 Byers Creek Rd","Mooresville","NC","28117"
"9488","The University of Tennessee - Martin","utm","University Street","Martin","TN","38238"
"9489","The University of Texas Medical Branch","utmb","301 University Blvd","Galveston","TX","77555"
"9490","University of Tennessee Medical Center at Knoxville","utmedicalcenter","1924 Alcoa Highway","Knoxville","TN","37920"
"9491","Universal Therapeutic Massage Institute","UTMI","3410 Aztec Rd NE","Albuquerque","NM","87107"
"9492","University of Toledo","utoledo","2801 W Bancroft","Toledo","OH","43606"
"9493","The University of Texas - Pan American","utpa","1201 W University Dr","Edinburg","TX","78541"
"9494","The University of Texas of the Permian Basin","utpb","4901 E University","Odessa","TX","79762"
"9495","Unification Theological Seminary","uts","30 Seminary Drive","Barrytown","NY","12507"
"9496","The University of Texas at San Antonio","utsa","One UTSA Circle","San Antonio","TX","78249"
"9497","Union Theological Seminary","utsnyc","3041 Broadway","New York","NY","10027"
"9498","University of Texas Southwestern Medical Center","utsouthwestern","5323 Harry Hines Blvd","Dallas","TX","75390"
"9499","The University of Texas at Tyler","uttyler","3900 University Blvd","Tyler","TX","75799"
"9500","University of Tulsa","utulsa","800 South Tucker Drive","Tulsa","OK","74104"
"9501","Union University","uu","1050 Union University Dr","Jackson","TN","38305"
"9502","The University of Virginia's College at Wise","uvawise","1 College Avenue","Wise","VA","24293"
"9503","University of the Virgin Islands","uvi","2 John Brewers Bay","Charlotte Amalie","VI","802"
"9504","Upper Valley Joint Vocational School","uvjvs","8901 Looney Road","Piqua","OH","45356"
"9505","University of Vermont","uvm","85 S Prospect St","Burlington","VT","5405"
"9506","Upper Valley Educators Institute","uvti","194 Dartmouth College Highway","Lebanon","NH","3766"
"9507","Utah Valley University","uvu","800 W University Parkway","Orem","UT","84058"
"9508","University of West Alabama","uwa","205 North Washington Street","Livingston","AL","35470"
"9509","University of Wisconsin Colleges","uwc","780 Regent St","Madison","WI","53708"
"9510","University of Wisconsin - Eau Claire","uwec","105 Garfield Avenue","Eau Claire","WI","54701"
"9511","University of Wisconsin - Green Bay","UWGB","2420 Nicolet Dr","Green Bay","WI","54311"
"9512","University of Wisconsin Hospital & Clinics Dietetic Internship","uwhealth","600 Highland Avenue","Madison","WI","53792"
"9513","The University of West Los Angeles","uwla","9920 S. La Cienega Blvd. #404","Inglewood","CA","90301"
"9514","Franciscan Skemp Healthcare School of Anesthesia","uwlax","700 West Avenue","La Crosse","WI","54601"
"9515","University of Wisconsin - Milwaukee","uwm","PO Box 413","Milwaukee","WI","53211"
"9516","University of Wisconsin - Oshkosh","uwosh","800 Algoma Blvd","Oshkosh","WI","54901"
"9517","University of Wisconsin - Parkside","uwp","Box 2000","Kenosha","WI","53141"
"9518","University of Wisconsin - River Falls","uwrf","410 S 3rd St","River Falls","WI","54022"
"9519","University of Wisconsin - Stevens Point","uwsp","2100 Main St","Stevens Point","WI","54481"
"9520","University of Wisconsin - Stout","uwstout","712 Broad Way Street","Menomonie","WI","54751"
"9521","University of Wisconsin - Superior","uwsuper","Belknap & Catlin","Superior","WI","54880"
"9522","University of Wisconsin - Whitewater","uww","800 W Main St","Whitewater","WI","53190"
"9523","University of Wyoming","uwyo","1000 E. University Ave.","Laramie","WY","82071"
"9524","Samuel S. Stratton VAMC Residency in Clinical Psychology","va","113 Holland Ave","Albany","NY","12208"
"9525","Van Andel Institute of Graduate Studies","vai","333 Bostwick Avenue NE","Grand Rapids","MI","49503"
"9526","Valdosta State University","valdosta","1500 N Patterson","Valdosta","GA","31698"
"9527","Vallejo Adult School","vallejo","1140 Capitol Street","Vallejo","CA","94590"
"9528","San Bernardino Valley College","valleycollege","701 South Mount Vernon Avenue","San Bernardino","CA","92410"
"9529","Valley Grande Institute for Academic Studies","valleygrandeinstitute","414 S Missouri Ave","Weslaco","TX","78596"
"9530","Blackstone Valley Regional Vocational Technical High School","valleytech","65 Pleasant Street","Upton","MA","1568"
"9531","Valparaiso University","valpo","1700 Chapel Drive OP Kretzmann Hall","Valparaiso","IN","46383"
"9532","Vanderbilt University","vanderbilt","2101 West End Avenue","Nashville","TN","37240"
"9533","VanderCook College of Music","vandercook","3140 S. Federal St.","Chicago","IL","60616"
"9534","Hospital of St. Raphael","vaness","1423 Chapel St.","New Haven","CT","6511"
"9535","Vanguard University of Southern California","vanguard","55 Fair Dr","Costa Mesa","CA","92626"
"9536","Virginia School of Massage","vasom","153 Zan Road","Charlottesville","VA","22902"
"9537","Vassar College","vassar","124 Raymond Ave","Poughkeepsie","NY","12604"
"9538","Vatterott College - Berkeley","vatterott-college","8580 Evans Avenue","Berkeley","MO","63134"
"9539","Vaughn College of Aeronautics and Technology","vaughn","86-01 23rd Avenue","Flushing","NY","11369"
"9540","Virginia Baptist College","vbc","4105 Plank Road","Fredericksburg","VA","22407"
"9541","Valley Beauty School","vbeautywirefire","706 Wheeling Avenue","Cambridge","OH","43725"
"9542","Virginia College - Birmingham","vc","488 Palisades Boulevard","Birmingham","AL","35209"
"9543","Vermilion Community College","vcc","1900 E Camp St","Ely","MN","55731"
"9544","Valley College of Medical Careers - West Hills","vcmc","8399 Topanga Canyon Boulevard, Suite 200","West Hills","CA","91304"
"9545","Edward Via Virginia College of Osteopathic Medicine","VCOM","2265 Kraft Dr","Blacksburg","VA","24060"
"9546","Valley City State University","vcsu","101 SW College St.","Valley City","ND","58072"
"9547","Valley College - Beckley","vct","120 New River Town Center, Suite C","Beckley","WV","25801"
"9548","Virginia Commonwealth University","vcu","910 W Franklin St","Richmond","VA","23284"
"9549","Velma B's Beauty Academy","velmabs","1511 S Ewing Ave.","Dallas","TX","75216"
"9550","Vennard College","vennard","2300 8th Ave E","University Park","IA","52595"
"9551","Ventura College","venturacollege","4667 Telegraph Rd","Ventura","CA","93003"
"9552","Venus Beauty Academy","venusbeautyacademy","1033 Chester Pke","Sharon Hill","PA","19079"
"9553","Vermont College of Fine Arts","vermontcollege","36 College Street","Montpelier","VT","5602"
"9554","Vermont Law School","vermontlaw","164 Chelsea St","South Royalton","VT","5068"
"9555","Vernon College","vernoncollege","4400 College Dr","Vernon","TX","76384"
"9556","Valley Forge Christian College","vfcc","1401 Charlestown Road","Phoenixville","PA","19460"
"9557","Valley Forge Military College","vfmac","1001 Eagle Rd Sorley House","Wayne","PA","19087"
"9558","Vance-Granville Community College","vgcc","PO Box 917 State Rd 1126","Henderson","NC","27536"
"9559","Virginia Highlands Community College","vhcc","100 VHCC Drive","Abingdon","VA","24212"
"9560","Virginia Intermont College","vic","1013 Moore Street","Bristol","VA","24201"
"9561","Victoria College","victoriacollege","2200 E Red River","Victoria","TX","77901"
"9562","Victory University","victory","255 North Highland","Memphis","TN","38111"
"9563","Video Symphony Enter Training, Inc.","videosymphony","266 E. Magnolia Street","Burbank","CA","91502"
"9564","Villa Maria College Buffalo","villa","240 Pine Ridge Rd","Buffalo","NY","14225"
"9565","Villanova University","villanova","800 Lancaster Avenue","Villanova","PA","19085"
"9566","Vincennes University","vinu","1002 N First St","Vincennes","IN","47591"
"9567","University of Virginia","virginia","1707 University Avenue","Charlottesville","VA","22904"
"9568","A-Technical College","virginiaschoolcenter","1033 South Broadway Street","Los Angeles","CA","90015"
"9569","Virginia Western Community College","virginiawestern","3095 Colonial Ave","Roanoke","VA","24038"
"9570","Visible Music College","visibleschool","1015 South Cooper Street","Memphis","TN","38104"
"9571","Viterbo University","viterbo","900 Viterbo Drive","La Crosse","WI","54601"
"9572","Paul Mitchell The School Wichita","vksc","3242 North Rock Road, Suite #106","Wichita","KS","67226"
"9573","Virginia Marti College of Art and Design","vmced","11724 Detroit Avenue","Lakewood","OH","44107"
"9574","Virginia Military Institute","vmi",,"Lexington","VA","24450"
"9575","Vogue Beauty School","VogueBeautySchool","3655 Macland Road , Suite H","Hiram","GA","30141"
"9576","Volunteer State Community College","volstate","1480 Nashville Pike","Gallatin","TN","37066"
"9577","Voorhees College","voorhees","481 Porter Drive","Denmark","SC","29042"
"9578","Vista Adult School","vs","305 E. Bobier Drive","Vista","CA","92084"
"9579","Vanguard-Sentinel Career & Technology Center","vscc","1220 Cedar Street, Suite B","Fremont","OH","43420"
"9580","Virginia State University","vsu","One Hayden Street","Petersburg","VA","23806"
"9581","Virginia Polytechnic Institute and State University","vt","Office of the President, 210 Burruss Hall","Blacksburg","VA","24601"
"9582","Vermont Technical College","vtc","1 Main Street","Randolph Center","VT","5061"
"9583","The Salon Professional Academy - Williston","vtcollegeofcosmo","400 Cornerstone Drive Suite 220","Williston","VT","5495"
"9584","Virginia Theological Seminary","vts","3737 Seminary Road","Alexandria","VA","22304"
"9585","Virginia University of Lynchburg","vul","2058 Garfield Ave","Lynchburg","VA","24501"
"9586","Virginia Union University","vuu","1500 N Lombardy St","Richmond","VA","23220"
"9587","Victor Valley College","vvc","18422 Bear Valley Rd","Victorville","CA","92395"
"9588","Virginia Wesleyan College","vwc","1584 Wesleyan Dr","Norfolk","VA","23502"
"9589","Watsonville - Aptos Adult School","waas","294 Green Valley Road","Watsonville","CA","95076"
"9590","Wabash College","wabash","P.O. Box 352","Crawfordsville","IN","47933"
"9591","Texas State Technical College - Waco","waco","3801 Campus Dr","Waco","TX","76705"
"9592","Western Area Career and Technology Center","wactc","688 Western Ave","Canonsburg","PA","15317"
"9593","Wade College","wadecollege","1950 Stemmons Freeway, Suite 2026 INFOMART","Dallas","TX","75207"
"9594","Wagner College","wagner","One Campus Rd","Staten Island","NY","10301"
"9595","Wahiawa Community School","wahcs","1515 California Avenue","Wahiawa, Oahu","HI","96786"
"9596","Waipahu Community Scool","waipahucs","94-1211 Farrington Highway","Waipahu, Ohau","HI","96797"
"9597","Wake Technical Community College","waketech","9101 Fayetteville Road","Raleigh","NC","27603"
"9598","Walden University","waldenu","155 Fifth Ave S","Minneapolis","MN","55401"
"9599","Waldorf College","waldorf","106 S Sixth St","Forest City","IA","50436"
"9600","George C Wallace Community College - Dothan","wallace","1141 Wallace Drive","Dothan","AL","36303"
"9601","Wallace State Community College  - Hanceville","wallacestate","801 Main St. P. O. Box 2000","Hanceville","AL","35077"
"9602","Walla Walla University","wallawalla","204 S College Ave","College Place","WA","99324"
"9603","The Restaurant School at Walnut Hill College","walnuthillcollege","4207 Walnut St","Philadelphia","PA","19104"
"9604","Walsh University","walsh","2020 East Maple St","North Canton","OH","44720"
"9605","Walsh College of Accountancy and Business Administration","walshcollege","3838 Livernois","Troy","MI","48083"
"9606","Warner University","warner","13895 Hwy 27","Lake Wales","FL","33859"
"9607","Warner Pacific College","warnerpacific","2219 SE 68th Ave","Portland","OR","97215"
"9608","Warren County Community College","warren","475 Rte 57 W","Washington","NJ","7882"
"9609","Warren Wilson College","warren-wilson","701 Warren Wilson Rd","Swannanoa","NC","28778"
"9610","Warren Woods Vocational Adult Education","warrenwoods","12900 Frazho Road","Warren","MI","48089"
"9611","Wartburg College","wartburg","100 Wartburg Blvd.","Waverly","IA","50677"
"9612","Wartburg Theological Seminary","wartburgseminary","333 Wartburg Place","Dubuque","IA","52003"
"9613","Washburn University","washburn","1700 SW College Avenue","Topeka","KS","66621"
"9614","Washington College","washcoll","300 Washington Ave","Chestertown","MD","21620"
"9615","University of Washington-Seattle Campus","washington","P.O. Box 351230","Seattle","WA","98195"
"9616","Washington Barber College","washingtonbarbercollege","5300 West 65th Street","Little Rock","AR","72209"
"9617","Washington Conservatory of Music","washingtonconservatory","5144 Massachusetts Avenue,","Bethesda","MD","20816"
"9618","Washington Hospital","washingtonhospital","155 Wilson Ave","Washington","PA","15301"
"9619","Washington & Jefferson College","washjeff","60 S Lincoln St","Washington","PA","15301"
"9620","Wichita Area Technical College","watc","301 South Grove","Wichita","KS","67211"
"9621","Watkins College of Art, Design & Film","watkins","2298 Metrocenter Blvd","Nashville","TN","37228"
"9622","Washington Adventist University","wau","7600 Flower Ave","Takoma Park","MD","20912"
"9623","Waubonsee Community College","waubonsee","Rte 47 at Waubonsee Drive","Sugar Grove","IL","60554"
"9624","Waycross College","waycross","2001 S Georgia Pky","Waycross","GA","31503"
"9625","University of Akron - Wayne College","wayne","1901 Smucker Rd","Orrville","OH","44667"
"9626","Wayne County Schools Career Center","wayne-jvs","518 W Prospect St","Smithville","OH","44677"
"9627","Wayne Community College","waynecc","3000 Wayne Memorial Dr","Goldsboro","NC","27533"
"9628","Waynesburg University","waynesburg","51 W College St","Waynesburg","PA","15370"
"9629","Williams Baptist College","wbcoll","60 W Fulbright Avenue","Walnut Ridge","AR","72476"
"9630","Washington Baptist University","wbcs","4300 Evergreen Lane","Annandale","VA","22003"
"9631","Western Beauty Institute","wbi","8700 Van Nuys Blvd","Panorama City","CA","91402"
"9632","Wesley Biblical Seminary","wbs","787 E. Northside Drive","Jackson","MS","39286"
"9633","Wayland Baptist University","wbu","1900 W 7th St.","Plainview","TX","79072"
"9634","Weatherford College","wc","225 College Park Drive","Weatherford","TX","76086"
"9635","W.C.A. Hospital","wcahospital","207 Foote Avenue","Jamestown","NY","14701"
"9636","Wytheville Community College","wcc","1000 E Main St","Wytheville","VA","24382"
"9637","West Contra Costa Adult Education","wccae","6028 Ralston Avenue","Richmond","CA","94805"
"9638","Warren County Career Center","wccareercenter","3525 N St Rt 48","Lebanon","OH","45036"
"9639","Washington County Community College","wccc","One College Drive","Calais","ME","4619"
"9640","Wayne County Community College District","wcccd","801 W Fort St","Detroit","MI","48226"
"9641","Washtenaw Community College","wccnet","4800 E Huron River Dr","Ann Arbor","MI","48106"
"9642","George Corley Wallace State Community College - Selma","wccs","3000 Earl Goodwin Parkway","Selma","AL","36703"
"9643","Wharton County Junior College","wcjc","911 Boling Hwy","Wharton","TX","77488"
"9644","Windham Community Memorial Hospital","wcmh","112 Mansfield Avenue","Willimantic","CT","6226"
"9645","Western Connecticut State University","wcsu","181 White Street","Danbury","CT","6810"
"9646","Waukesha County Technical College","wctc","800 Main Street","Pewaukee","WI","53072"
"9647","Western Carolina University","wcu",,"Cullowhee","NC","28723"
"9648","West Chester University of Pennsylvania","wcupa","University Avenue and  High Street","West Chester","PA","19383"
"9649","Western Dakota Technical Institute","wdt","800 Mickelson Dr.","Rapid City","SD","57703"
"9650","Webb Institute","webb-institute","298 Crescent Beach Rd","Glen Cove","NY","11542"
"9651","Webber International University","webber","1201 N Scenic Hwy","Babson Park","FL","33827"
"9652","Weber State University","weber","3750 Harrison Blvd","Ogden","UT","84408"
"9653","Mountaineer Beauty College","webmbc","700 6th Ave","Saint Albans","WV","25177"
"9654","Webster University","webster","470 E Lockwood Ave.","Saint Louis","MO","63119"
"9655","Fortis College - Tampa","webstercollege","3910 US Hwy 301 N, Suite 200","Tampa","FL","33619"
"9656","Welder Training and Testing Institute","welderinstitute","729 E Highland St","Allentown","PA","18109"
"9657","Hobart Institute of Welding Technology","welding","400 Trade Square East","Troy","OH","45373"
"9658","Tulsa Welding School","weldingschool","2545 E. 11th Street","Tulsa","OK","74104"
"9659","Wellesley College","wellesley","106 Central St","Wellesley","MA","2481"
"9660","Wells College","wells","170 State Rte 90","Aurora","NY","13026"
"9661","Wesley College","wesley","120 N State St","Dover","DE","19901"
"9662","Wesleyan University","WESLEYAN","237 High St","Middletown","CT","6459"
"9663","Wesleyan College","wesleyancollege","4760 Forsyth Rd","Macon","GA","31210"
"9664","Wesley College","wesleycollege","111 Wesley Cir","Florence","MS","39073"
"9665","Wesley Theological Seminary","wesleyseminary","4500 Massachusetts Ave NW","Washington","DC","20016"
"9666","West Central Technical College","westcentraltech","176 Murphy Campus Blvd.","Waco","GA","30182"
"9667","West Coast University","westcoastuniversity","12215 Victory Boulevard","Los Angeles","CA","91606"
"9668","Westech College","westech","3491 E. Concours Ave","Ontario","CA","91764"
"9669","Westech College - Victorville","westech@yahoo","14554 7th Street","Victorville","CA","92395"
"9670","Western State College of Colorado","western","600 N Adams","Gunnison","CO","81231"
"9671","Western Theological Seminary","westernsem","101 E 13th St","Holland","MI","49423"
"9672","Western Seminary","westernseminary","5511 SE Hawthorne Blvd","Portland","OR","97215"
"9673","Western Technical College","westerntc","400 Seventh Street North, PO Box C-0908","La Crosse","WI","54602"
